1867895,1645990,15494786,4159873,795700,3324964,2364071,120925,1942397,6087106,8754037,2554522,2699548,8843681,2237731,12977695,4550337,1198929,4166695,5836018,2237626,23180629,8004454,10164013,2862664,6296414,3655008,3121151,9510120,12350004,2170304,2865138,724242,2547779,332378,2904024,840277,0,489667,1975044,5854858,21120114,3113755,3620619,2412172,6918916,7306242,224938,2413379,5846797,1857688,6514851,1477082,1126270,3150473,1908957,1064666,811786,1203760,5016454,6553284,18746432,4774891,1430031,6178636,786263,11535977,7106987,9300001,15513006,5821350,6754100,9583564,2043430,12996994,8383833,23789528,769016,7186547,18799771,276862,10000,1777765,0,62116,10000,11381529,166036,12491281,10000,2529285,5547477,1648907,1478743,2986437,881606,10784771,2307436,3411562,2242513,40483805,35004337,22178425,4309343,17532311,4499982,27845563,48369731,3102793,18012599
4589157,1544406,9394994,4092793,490839,3198046,1389174,135269,2036783,9508691,7149623,2612468,2151278,8523774,9210722,20833179,2712639,1394505,1040229,7585066,2035725,19440990,8032953,8823188,3431344,6814395,4511333,1084773,4458876,11183893,3880836,2915797,779983,2305622,340047,2163965,958246,10000,245480,595303,4903501,17898155,5166338,3864456,3374055,18650746,4851840,513109,3132807,8654439,1591828,4949801,1705295,980092,2924100,1751860,439248,814536,962273,5397541,11821208,21524072,4219414,1168429,7893167,916726,10659847,9262869,11481671,10147673,7900393,6890324,11893960,1694796,7559207,7332430,26543891,984949,5259204,14616282,328664,21216,3297915,0,82994,20000,10839253,158306,12259601,181640,2561940,5916189,1486381,2002429,2828971,964108,10389754,2382727,3352058,1666519,39189480,26193795,16562054,3596170,16518395,3379695,29815035,54274483,603304,12225437
3056815,1834842,9611097,4421647,884550,3919879,1867477,122227,1964197,6346849,7376598,1719451,2090886,8276181,2152992,14099209,5350232,73985,3797670,6155881,2613818,18671912,10688761,11936726,7614464,5204899,3398731,3047528,6162501,12190135,3829311,3328319,469012,2580485,378657,5629868,1287066,23124,182515,3948791,2669874,14639542,4475157,3242899,585785,7510940,7417794,244298,3532983,11181339,1599695,4714088,1870477,1008783,5045328,1969667,588045,758302,1085058,4593548,11381088,22539115,9187298,857816,6450167,1337497,10491924,7530242,8807751,11216813,7145733,6555452,9883420,1353585,9682783,7306202,21946067,767344,8098021,15268715,174784,0,4677517,14227,89466,0,13438239,187743,17875402,134664,2901669,5596528,1392480,618510,3135770,780325,9048344,1752485,3582965,2333607,46055537,34665156,21449614,7586198,18517606,5196136,28350785,51089827,531238,12905541
2553308,2508198,3043632,4658651,2188182,4338459,2413096,118791,2138177,8960080,10849894,1660859,1495207,4497985,2238351,10302429,4276702,52076,3816993,6348331,3302103,13585581,8648173,11363214,3862204,9814430,3066327,1293843,2109476,11205377,5413990,2112599,677836,2454023,302520,5912028,1228952,42827,540219,826507,3481415,8844460,4537415,3408175,681599,7471984,4140260,136528,3822707,6995400,1743187,4928194,1705841,979352,4104368,1853112,384360,814799,1088317,4991293,11332276,22843026,3806319,3516327,7051527,1522092,8783409,5741096,5630397,8261282,5626014,7104055,10194357,1417729,10201850,2078535,25779515,705086,5481485,17866688,162056,0,4501252,19724,76817,0,13444760,205926,13232448,36500,3275641,5798318,1133846,377099,2736899,945141,4853682,3978963,5917367,2305106,32612368,31151064,17639477,7312771,13065426,4835310,32082211,56962188,464592,14135519
2802845,2948223,5684072,4854660,500984,4059479,667567,93713,1924900,5832189,6321883,1897554,1539441,5134919,2276477,15513929,3256289,109020,4340609,5339487,1893676,19797213,9432768,10278095,4667892,10213161,3117803,2629674,3255515,12779114,3187866,2317841,449844,2155766,308008,4776255,1151207,0,396517,775841,3303373,13176787,2019037,1423240,1129665,6361618,4580050,145298,3717518,7302820,1784757,7012068,1479764,1149153,5498534,1118269,455124,840302,1080535,5513760,4145017,19187466,4739285,1273994,8538156,1278952,10080129,5211262,7660487,7870724,6919022,7254095,10400904,3128920,9510902,1871512,28088334,573644,5751900,16571234,267512,20000,1821193,0,83129,0,11441609,154326,14248131,93860,2479496,4241647,841855,448220,3233769,685858,4984623,2366966,3237076,1763673,32075983,30222574,20576530,8368874,12788154,2789399,28978460,46780027,2578599,11260330
1586756,2433965,8642114,4055497,590473,5307682,1592717,74604,1665532,8311969,6143770,2928333,2419681,5265683,2520676,9610630,4835496,117470,4467090,9234411,3384979,18220714,10693973,10944705,9610020,11663245,3816984,4759807,6239593,15411540,5957278,2318620,667919,2386363,355164,2597119,628549,10000,484712,1283136,3966551,21128303,5162210,1196217,839226,6789894,1730343,428886,3333995,7916205,1620683,7222698,1535767,1484954,7167939,1821468,478176,803233,1197927,5287200,3698911,22858703,3640690,719588,6631135,1838927,9733645,6663736,6576911,9517365,7716067,6940891,9955927,4017869,8673701,1561454,26802048,2316289,6190690,17184397,330396,10000,2760911,0,577961,20000,12693781,178415,15525542,10000,2436661,4915419,1604358,876233,3882986,1212179,4833772,2905306,4381110,1692303,50882690,26108596,20365321,5287115,13822526,3019341,29694648,43626019,175613,12990836
5161117,1914919,5421707,5453886,616789,5359235,2121831,77040,1756754,7919727,6394945,3129206,2831252,12618619,3231480,9312302,6035852,256030,3020434,7467730,1576768,22843098,11340504,10812148,4665589,5969379,5228369,2077181,3495863,13969000,3008151,4071968,436093,2008506,348580,2398025,1904588,0,375566,2930968,4580912,12274042,4282666,325557,710912,6089407,3678029,127078,3081139,4551189,1471278,4309142,1527011,1727348,5150644,1701269,693045,967346,1378380,6578047,4281216,19659583,2872175,2051661,6685631,1964855,11003256,5129761,7002057,8655638,11306267,10188345,10044414,3229135,4683963,1728402,28207764,550408,5621968,25821417,359652,10000,1116389,0,68776,10000,11622801,219440,13467382,10000,2167789,5384744,1069826,1171953,3635870,819609,4564386,2916462,3215501,1949244,28852971,19702206,18878446,8457891,15261648,3504575,36439446,52600689,293259,12234928
4862978,1976785,7823487,5116234,627769,5309164,1489979,116003,1861027,13039169,6394572,4707610,4574845,27388425,4547446,10654890,6414476,363672,1541184,7815308,1669270,27604699,8752392,10740836,5282695,5477938,4909880,3315971,4436726,12890156,1088973,3349561,409794,3167174,773993,2416401,1258330,10000,667671,924721,6423660,14098584,6604995,332102,1012398,9674583,4009930,536214,3012481,4996943,1426786,2754899,1614915,1517514,4558483,1893432,1915495,918347,1328792,5684111,3338323,19109680,3219762,800419,4323621,1603474,10235520,8025018,5939563,7965201,6037773,12420272,9363361,2824086,5529950,2400652,25031256,289299,7264403,17362520,188493,10000,1350960,0,63672,10000,11202892,192456,13614600,24076,2649292,3671127,2074678,362889,3324444,643777,4549361,1911788,3858637,1698750,39713106,26849440,18347343,20957709,11951862,3070067,33524941,54476190,520099,17096898
7449585,1957112,14726166,4202904,436485,8542109,987224,118938,2464767,8346194,6900270,1906912,2843369,7346020,3360265,14333409,5653676,274760,1510183,6453559,2791304,26322616,8896980,11794517,6632019,3345863,6456513,2947219,5023133,15950139,6067541,2726283,642719,3337992,641096,3081738,721047,20000,460222,1348343,4594808,17567120,1910421,412406,878688,6958578,2687830,61943,4752528,5173814,1594361,4719586,1719429,1291168,5426954,1580048,963144,916228,1244699,5404056,5007600,19141043,3822507,697492,5985822,1478494,9831721,6549536,6693661,9723828,7515715,6859129,10499459,3605558,3821301,2665992,25119222,484041,8009828,22018100,243020,10382,4094495,10000,76424,10000,12084383,270347,13319207,0,2766653,5002160,1649515,445517,3368592,629934,5264686,2536803,6176047,1594205,50675058,27042203,21774519,9140878,13995401,2794303,36995203,50309345,315338,13681647
4189950,1806177,11585412,4889582,681992,5275484,1895818,97175,2224796,12455975,7808675,2812487,3231458,4970526,2353873,9261761,4723687,62649,1391832,10182089,3636487,15480051,10936885,12736426,5358604,4752814,5257434,2659381,3709735,12390687,2154068,4215996,599492,3292093,405877,2197341,1457339,0,489430,1433238,4438662,20555340,2155852,1215649,654727,7041327,5494243,109561,6042251,9492834,1977697,3180521,1817069,1131771,4304980,1862665,746401,947616,2067257,5254563,5079591,19118999,2714737,3684217,5867515,988041,8220570,7388596,6234446,7553947,6336157,8096220,8720659,3047095,3976506,2975070,28401110,430094,7372340,12583831,220888,0,1486687,17088,89991,0,12695133,255608,14490374,22296,3063103,4642314,1080761,721056,3169639,717411,5090921,3206810,3195187,1560493,26360031,27636774,17004131,7315377,12644574,2718988,37217586,39215118,288166,9795781
