2242441,1702428,15858902,4071919,717808,3477741,1721282,139868,1966795,7850159,9183500,1962845,2538961,9491707,2105843,12755452,3472833,1307776,1612796,5178946,2610536,21242987,7983083,9799027,2725269,5582299,3875984,1248934,4627176,11494359,2545429,2773480,619047,2452415,435235,3332564,1371422,0,649132,1096270,7878952,24050202,6982963,3369361,2274869,6900443,10770545,1252570,2477510,11025575,1908488,6898639,1321978,838942,2487289,1774649,1113754,837920,1140691,4857966,7453900,20089990,3138495,3562191,6639848,751868,11305922,7232808,9671821,13009755,6467057,7141181,10651331,2033303,14598957,7799814,23665517,772130,5216500,18454643,332663,0,997376,0,74169,10000,10676585,136196,12949716,66750,2810163,4639910,1339169,1436981,2738831,855620,10656537,2640391,3398478,2793973,33978316,29534877,21090895,3649512,16121286,3806272,32390681,45056564,1756979,12911440
3493158,1548333,11536762,4092516,604826,3906970,2405468,122349,1872754,13041297,7118794,1903246,2108785,21138670,3121282,19840255,2671793,266040,1180099,5354159,2615362,15549839,8008383,8921288,2816335,5261377,3300388,892917,5545193,12328261,3948657,2368056,633170,1216391,496660,2774098,993768,15324,211321,1679526,3635031,16501524,4381649,3317231,3582352,20273059,3912439,213875,3596289,9782279,1585104,4660486,1670743,994531,2965967,1942660,460796,782907,988191,5400221,13083133,20776196,3418730,995227,9444751,816048,11620389,7228836,11019745,10690834,7559615,6961952,11758387,1057574,6655526,7998053,25367279,846054,4982597,17106616,330332,0,8021401,0,74882,0,10938151,190594,13135881,172587,2847669,6642308,1554115,806952,2419977,889539,9167555,2026761,3116334,1756834,43036438,27151530,14489917,4212060,16924227,3692380,29649231,43955818,655187,11040998
2604639,2300184,9736528,4262277,1135339,4888033,1696385,106420,1951022,5857754,8600009,1960547,2067939,14628292,2460673,12502008,5112577,162387,3331475,4818060,2920767,16011102,9826480,9799434,6730706,7674309,2901232,2394745,6066041,12376552,5047695,3228173,413800,2279599,335308,7871813,1123235,20000,178056,3335154,2414681,13322817,4753694,3463194,669283,10478066,3927503,238522,4048299,9551592,1703877,4600388,2072258,1083222,4828318,1963584,451735,839094,984667,4543902,22851479,24376096,5734438,1262273,9083573,1613945,10603638,7568952,6669003,11639986,6728950,6639675,8781211,1608466,10910501,6877721,22287867,785397,8093120,18670304,188344,0,3241013,0,48966,0,13125724,158881,17691028,30000,2905367,5252395,1421154,448433,2485497,779972,7866842,1821769,3207608,2075345,42607246,29422724,21331483,7901151,17763975,5756545,33744654,49491296,311347,11873742
2510995,2493614,3259240,5024412,1434078,4994930,1519980,108121,1774008,10404046,10847732,1038047,1526701,4897550,2611236,11730575,4260723,89393,4516141,6037139,2151273,14954438,8129224,10310180,3132816,10988094,3664607,1220633,2392191,11873612,6474145,2214615,504728,2457871,400233,6072042,1420825,0,456360,647928,3506591,8118761,3025082,3438036,791309,6709166,3200048,70528,3357218,8334016,1460382,4202436,1675812,1293494,3839260,1486689,380104,820113,1097488,4883198,9365815,23225562,4181538,1762461,6064085,1269334,9545379,3126214,5038207,23483998,5156617,6962254,11303582,1804979,10705882,1751928,27578803,667401,6018777,20604497,220696,20000,3022607,0,68207,10000,11616750,207991,13964272,0,2403130,6008286,1207567,579112,3078227,845389,5121072,2200492,4258067,1797305,47139280,34377002,15795556,6800404,12096250,4762633,31924959,47498724,317518,11237181
2475712,2588453,6097339,4538253,507708,6097653,803496,109848,1767462,7297848,7662491,2045369,2178008,6403345,2985796,14170276,4234150,141786,5075530,6013374,2418240,18801250,11243727,11540376,5881807,12199192,5345740,3109420,5903398,13481157,2700457,2476640,693224,2113687,361297,2473491,835677,10000,397574,989085,3279583,13307793,1843209,1470546,790835,6770625,4624106,251073,6209687,8650758,2957860,8977770,1681162,1131959,6826539,1635433,462546,888099,1431712,6380092,4670302,19803290,4392735,1237576,12070595,1174016,8348375,5123503,8021160,9331151,6672244,6829180,9978819,2447618,10192493,1929195,26933449,697593,6618824,18529935,304676,36000,1655204,0,88697,10000,11318358,238712,13534061,20000,2532657,4595027,1393331,566521,3880396,578010,5674490,2242171,4194085,1747387,35741329,29944354,19757676,7410890,12188380,3657291,34799257,43926716,404396,9315449
3454037,2434917,9585302,3988422,455613,5850383,1633435,96036,1707947,9361337,5600568,2748655,2286595,6208341,3221826,10009556,4223736,107977,5239521,7171983,2774365,17622166,9294712,10517694,8151054,8115830,3714964,4716301,4986133,14583884,4487641,2418191,651618,2171790,572149,5259532,658200,10000,472939,928337,6986638,17942321,3738699,1232771,700412,6450413,2144005,443199,3449345,7811090,1595013,7353469,1870576,1418670,5852754,1967283,550561,855036,1286162,5548172,14479732,19877754,3002512,648754,7791332,1268027,8868321,5282651,6390136,8385749,7836057,8104103,9447056,4090915,7682170,1655532,25075716,2402864,6749119,23323958,397158,10000,1854827,20000,77158,0,11846074,210997,14412318,10000,2314138,5029302,1205531,564712,4049551,693232,5152181,2599244,3749516,1379226,30781061,25436254,17058630,4543853,12078667,1753340,31644037,33126614,229794,12367305
5119142,1927545,5881653,5600588,783001,6289225,2268243,71478,1755209,9043715,6216159,3561483,3070150,8129238,3207743,9722094,5614644,111430,3189545,6965312,1552354,25193470,10959253,11067527,4919120,7075884,5456147,2232628,3489408,13611218,3174664,3642338,735770,2145206,546008,2309580,1406924,0,389808,1219914,4554565,12716109,4775049,344088,709118,7997990,3584192,111937,3103386,4674147,1651605,3745438,1709580,1662694,4132221,1843364,1614731,907586,1297883,6641459,4525917,17895035,3569795,721683,6880783,1815834,12342305,5174974,6635432,26678647,11282108,11423357,10514168,2854073,5183757,2009159,29544189,485334,5901823,24689445,192734,0,1114575,0,80438,18693,11604360,240356,14569374,10000,2036614,4931412,1097864,641842,4145176,673725,4677716,3199029,3461678,1232156,30069301,17354454,15906561,8572407,14706817,2667284,42284248,52544624,211332,9745834
7130952,1963482,7899604,4089360,657502,6418570,1083187,115583,2011178,10344662,5896618,3215166,3427691,5364379,3786651,11003743,5281594,224710,1651225,6025223,1889049,27702556,8639346,10877791,8592230,5973713,6960758,6446853,6402386,12451576,1056860,3429609,455672,2988097,857674,2639955,936242,10000,699851,980915,5475169,14411620,4686539,308329,1642694,8495272,2160844,419520,4477999,3602986,1414410,2772635,1787081,1470869,4778231,2045777,2034640,844372,1268334,5713447,3461535,18366991,3623129,731245,5778004,1363239,9254134,5967761,6602922,7118810,6469535,10925056,9219979,2878843,5075031,2975770,24516198,314126,7700319,15686473,241822,0,1546068,10000,43540,10000,11700967,265386,14192357,40000,2517955,3246662,1618529,351444,4095591,577438,3877680,2655388,3894287,1558106,42038079,24536641,17568899,20517297,12698185,2697069,32965460,46525078,402145,12881104
7344523,2583271,16723049,4556748,445996,5275400,1126390,97108,2137511,8609149,9018486,2425904,2616321,11270647,3140524,10266721,4839646,194800,1190388,6797697,3285251,23377418,8522288,11668873,5597746,3240122,7165255,4114681,3871231,15925984,8268496,2724945,741231,3451604,555078,2999143,835038,0,384243,987824,4252978,13285405,1758621,351477,611959,7796736,4574618,59854,4055519,9063793,1781374,4832096,1795586,1092334,4512277,1630511,764021,872936,1314014,5353181,17517313,20075209,3043859,916583,5982891,1534598,10646229,5650874,6491874,8371631,8375735,6463231,10281495,3938682,4030411,2307765,25384439,254209,7808479,21243995,278698,0,3484737,0,61946,20000,14027766,265583,13461550,10000,3174670,5144226,1482675,402353,2972063,626216,5171965,3134148,5874361,1487081,40242321,21637465,17959773,7536608,11552881,2256205,35401000,39292518,325814,10013327
4112708,1717839,12763774,4282342,571900,6128110,2071177,126915,2046061,11314082,10741491,2560575,2682389,3705433,3958216,8924707,5121674,188035,1293407,6672164,2385366,15706312,12780663,13102318,5830366,5314156,5918937,3847709,4095740,12596022,1804743,4182463,499097,2585987,511804,2322375,825707,0,421850,1389830,4309588,18562175,2078768,1119697,476369,6778753,5471613,87780,4704594,7676694,1848813,3265598,1792567,1297049,4673008,2549116,830251,831731,2733725,5144759,4423369,18115516,2987255,1662853,6035244,1295358,10256703,5584135,7163340,24126117,7025674,7710644,9462727,2692253,4472173,2867677,26914716,389404,6846903,19528703,257980,0,1446325,21682,87760,20000,12087648,226912,13698857,0,3250055,3940190,1204231,536056,2573375,714215,4581024,2877059,3455556,1495788,35891753,24822519,16518504,7307864,14297845,2701772,35444010,32236558,147240,9536070
4467591,1678986,18875230,4453259,1149919,4703915,1396765,69259,2033072,9028479,11741609,2487638,2032457,9024762,1761550,10450326,4153098,710196,1428546,5835798,3791983,15211568,8527824,12322493,6943962,2868312,6275498,3274027,3710716,14406544,9757346,2952303,594399,2558219,546588,2687917,1329243,0,207637,1115008,4250365,16729302,2171800,396876,553742,7193173,6859292,114182,5377956,6014208,2116959,3289891,1772239,1630530,3566942,1601229,1239246,874941,2203821,6292490,8100371,17340557,2551264,1565508,8504552,1971851,9811837,5701950,6992012,9024644,9330248,6474919,8699155,2122648,5865173,2411544,25837777,171241,8336637,18145595,188360,20000,1977750,10000,75843,10000,17022775,229630,14264606,10000,3400907,4903876,1156135,360771,4094222,1004887,5176431,2215050,3001065,1572767,29735582,31241424,17312601,12149081,15225315,3103489,35904931,36944960,187932,8972243
3926445,1748969,17353261,3863180,670808,5428135,2549423,82388,2107434,10815335,7370467,2456778,2006049,4510622,2557926,10166872,3942610,313864,2536632,5605751,2111847,14151271,6836094,12484233,4785425,1038783,3385001,2155882,1607081,14712701,7382056,2412251,369482,2342763,521225,12241291,591974,20000,371991,1023187,3630687,15139417,2105357,446557,1208114,6681053,2804787,39033,5095631,6672866,2107434,3366916,1355058,1239192,3904933,1945835,450059,827136,2160626,5420768,18801127,18305208,1628573,2193268,5208468,1535746,9203059,5324110,8762293,5967113,9616327,11500222,11726513,1611893,5209165,2985409,24145018,226204,8171043,21595754,215751,0,1860989,25744,62323,0,12208055,284218,15127582,10000,3157153,5158486,990275,160655,3667916,857966,5053742,1834146,3323768,1811619,31206252,14940838,12666224,11942989,12639392,1952923,28695811,31709460,161862,13716274
1650218,1757607,9613221,4098037,480972,4705281,2709823,90524,2045465,8606107,9709418,2203210,1893971,4338756,2153324,14693660,3084375,119518,1985348,5676451,1997968,13259792,8609369,14728117,6075556,1666261,4444733,2432288,2732886,15522656,6802631,3371042,664102,2514269,507181,3304496,1215638,0,789666,1121504,2898467,12349698,2197050,438738,633277,6248672,5401719,86263,5587389,4480792,2310104,3802336,1555369,1136605,4180509,1598488,609764,815286,1484818,6260138,7272639,21176514,2052646,1804061,5380596,1774860,8938054,4969093,10495614,27329864,9827190,10111320,8703892,1728677,4528368,2320446,21999952,262980,6387890,27216543,0,10000,1337811,13795,65009,0,12420374,254152,13729828,0,3635796,4851438,969522,294334,2717021,676409,5369188,1655430,3342112,1762835,23840950,20496851,21718754,4430006,14706339,5574054,33137719,44497709,287252,14592554
1155369,1638882,16675922,4263618,540109,4743920,2613227,79504,2304928,8512058,6316932,1665812,1685707,7699833,1928436,15445981,2605291,80735,1927855,6179132,2110465,11750809,8151907,10659868,4609614,1389201,4466241,1567953,2875778,13599120,5507304,3783273,358108,2572744,471499,3219787,4159790,10000,361475,866332,3035285,10006536,1942557,251308,355787,31143989,3067692,31179,4681722,5650301,1643447,3944555,1528081,1082187,3902118,3036481,390210,850572,1475027,5737528,5859137,20178108,3491413,7808115,7023195,2927237,10070046,5232680,10375824,7104382,9124660,5896465,8777409,1579615,5177893,2560605,26087842,388398,6079358,20365136,0,0,2048235,0,92014,0,12930357,227789,14632740,10000,3171191,3354585,876527,373713,3169054,793658,4716547,1752238,3400636,1323339,42311193,20845417,15397791,5041064,14345179,2817755,20504697,36139286,282504,19163603
1013282,1538746,12716926,4462961,473611,8372994,1597307,672908,2775181,8201434,8386487,2999107,1378153,7082090,2561141,15345722,2477854,192195,1601482,8133471,2109516,17354594,8148130,11709529,5033717,1829988,4818158,1676482,2058773,14973916,5687582,4861778,268472,2256962,563948,5647664,2832475,10000,193551,854608,2706689,9898106,2146950,322352,654405,8293383,4656960,350103,5321044,3384402,1861661,3537749,1646433,1010115,3402822,2217394,429993,891768,1361956,5725601,15881258,23100142,2599387,5480773,6293883,4065206,9149029,5805610,9123380,9426267,8375577,6137251,8295389,2203095,5233338,3201074,24311440,376659,7193148,13382442,0,0,2047743,10000,44394,0,13010287,210992,17369897,20000,3439583,6012523,409579,335098,2947530,1995877,6087617,2132614,3454117,2101434,33951128,21042265,17340745,8050335,17385662,2954383,27106121,41694546,362590,17946203
1306821,1589629,2782781,5285744,443986,5363014,1957638,628782,2675062,9516256,8538166,1655909,10269172,9528705,6962899,12861068,3477946,94993,1510461,9475971,1711525,18567174,8791856,12075754,6082156,1981833,5031284,1924185,2142631,13896293,5977599,5584800,305282,1911935,422063,2330295,3917318,0,84640,735504,3166150,8154823,2296835,388673,525702,7810153,3145944,107304,4773054,3427746,1764671,3323571,1471053,1247395,4046055,1726897,311276,816193,1329638,5331950,6576066,19268290,3189902,5271351,5243794,3038603,7382582,6084795,9265619,24354334,5515431,5771142,7669231,2722779,3014571,2587051,25232853,176032,5211069,12736786,0,10000,2002552,0,40866,0,12905603,261360,16212044,0,3416271,5037531,374232,285417,3052648,1210014,5483222,1781120,3180852,2159948,33951797,19667326,11842683,4926752,17382803,2322985,20950812,28392528,370275,14240441
2193402,1631270,3232056,4323311,353634,5407535,891811,630682,2478551,6790126,8856584,1831156,2920931,7678609,6054103,7526713,3047208,127635,1105088,3474420,2436786,16363070,7937836,12262883,8088383,2023855,5730682,2791917,3842375,14402120,8972885,3333336,295099,3825630,515202,5044376,5492015,10000,372746,1165407,3225574,11775321,3733526,1122820,473562,5822487,3069258,50556,7127356,4902197,1262675,2888375,1645234,1379282,6808089,1615919,263284,818281,1001411,4557907,7768335,22700176,1360479,830806,8047295,3595290,8469898,5972865,10610320,8149578,5535196,6444248,7639750,2064893,4863789,2504809,26530362,105923,5663143,14084759,20000,0,2201851,0,31824,0,13831680,457518,17535183,10000,3186204,4532013,988975,672542,3172398,804574,5854959,1214044,3681119,1206060,24992310,20918566,15929159,4488466,11745905,3211263,23268932,45102751,3896131,7897560
